clip_date,date_source,date_text,song_name,song_name_source,artist,clip_kind,chapter_title,clip_title,clip_url,clip_bvid,uploader,duration,source_query,duplicate_key,duplicate_status,duplicate_of,collected_at,notes
2026-08-09,description-date,2026.08.09,人间失宠,title-song-name,,single,,【小松绿Viridis/翻唱】《人间失宠》,https://www.bilibili.com/video/BV1yEu16FEQe/,BV1yEu16FEQe,小鸡奇遇記,04:07,直链页面 meta description,2026-08-09::人间失宠,primary,,2026-08-20T09:05:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《人间失宠》，meta description 明示日期 2026.08.09 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“人间失宠”。
2026-08-09,manual-normalized,日期未在页面显式写出；按正式曲库当前唯一对应演唱日期回填,苏州河,title-song-name,,single,,【绿的歌】苏州河,https://www.bilibili.com/video/BV1qqum6REvu/,BV1qqum6REvu,圆圆帽小莫,,候选 BV 提取 + 直链页面 meta description,2026-08-09::苏州河,primary,,2026-08-20T12:05:00.000Z,从相关页 HTML 中提取候选 BV 后，核验直链页面 title 为【绿的歌】苏州河，页面描述指向小松绿 Viridis。页面未直接写日期，但当前正式曲库中该歌唯一记录 last_sing_at 为 2026-08-09；按用户最新规则，只要明确对应歌曲即可作为 cut_link，因此接受该映射并将日期记为 manual-normalized。
2026-08-09,manual-normalized,pubdate-near-20260809,棠梨煎雪,title-song-name,,single,,棠梨煎雪 歌切【小松绿】,https://www.bilibili.com/video/BV1Lcum6nEva/,BV1Lcum6nEva,海鲸颂晚UwU,,"Bilibili targeted search by ""小松绿 歌名"" + direct view metadata verification",2026-08-09::棠梨煎雪,primary,,2026-08-20T09:52:03.559Z,"Bilibili search result title directly names 棠梨煎雪 and identifies Xiaosonglu; view metadata confirms the title plus Xiaosonglu live-room / space links. Video pubdate is 2026-08-09T12:03:55Z, close to the 2026-08-09 singing replay, so under the user-relaxed rule it can serve as the corresponding cut_link."
2026-08-09,description-date,2026年8月9日,跳楼机,title-song-name,,single,,【小松绿Viridis】跳楼机,https://www.bilibili.com/video/BV1izum6WEZf/,BV1izum6WEZf,キラル,03:17,候选 BV 提取 + 直链页面 meta description,2026-08-09::跳楼机,primary,,2026-08-20T12:05:00.000Z,从相关页 HTML 中提取候选 BV 后，核验直链页面 title 为【小松绿Viridis】跳楼机，meta description 明示剪辑自 2026年08月09日直播。按用户最新规则，只要明确对应歌曲即可作为 cut_link。
2026-08-09,description-date,2026.08.09,小幸运,title-song-name,,single,,【小松绿Viridis/翻唱】《小幸运》,https://www.bilibili.com/video/BV1nbu16WEA6/,BV1nbu16WEA6,小鸡奇遇記,04:21,直链页面 meta description,2026-08-09::小幸运,primary,,2026-08-20T09:05:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《小幸运》，meta description 明示日期 2026.08.09 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“小幸运”。
2026-08-09,description-date,2026.08.09,心愿便利贴,title-song-name,元若蓝 / 吴忠明,single,,【小松绿Viridis/翻唱】《心愿便利贴》,https://www.bilibili.com/video/BV1dRuy61Eti/,BV1dRuy61Eti,小鸡奇遇記,,直链页面 title / meta description / 相关候选网络人工归一,2026-08-09::心愿便利贴,primary,,2026-08-20T09:10:44.524Z,直链页面 meta description 明示日期 2026.08.09，标题直接给出真实歌曲名《心愿便利贴》，可作为当日 song-cut-first 增量收录。
2026-08-09,description-date,2026年08月09日,Virtual to LIVE,manual-normalized,,single,,【小松绿Viridis】Virtual to LIVE 但是唱哭,https://www.bilibili.com/video/BV1XAu16gE7U/,BV1XAu16gE7U,キラル,06:34,b23 shortlink + 直链页面 meta description,2026-08-09::Virtual to LIVE,primary,,2026-08-20T11:20:00.000Z,通过公开短链 b23.tv/6uDzhcz 解析到 BV1XAu16gE7U；直链页面 title 为【小松绿Viridis】Virtual to LIVE 但是唱哭，meta description 明示剪辑自 2026年08月09日直播。按用户最新规则，只要明确对应歌曲即可作为 cut_link，因此将 song_name 规范为 Virtual to LIVE。
2026-08-09,description-date,2026.08.09,プロポーズ,title-song-name,,single,,【小松绿Viridis/翻唱】《プロポーズ》（Propose）,https://www.bilibili.com/video/BV19Fu16GEdc/,BV19Fu16GEdc,小鸡奇遇記,,直链页面 title / meta description + 相关候选网络人工归一,2026-08-09::プロポーズ,primary,,2026-08-20T08:56:32.700Z,直链页面 meta description 明示 2026.08.09；标题直接给出真实歌曲名，可作为当日 song-cut-first 增量收录。
2026-08-08,description-date,2026.08.08,暖暖,title-song-name,,single,,【小松绿Viridis/翻唱】《暖暖》,https://www.bilibili.com/video/BV1KVu36iE1z/,BV1KVu36iE1z,小鸡奇遇記,04:05,直链页面 meta description,2026-08-08::暖暖,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《暖暖》，meta description 明示日期 2026.08.08 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“暖暖”。
2026-08-08,description-date,2026.08.08,人间应又雪,title-song-name,,single,,【小松绿Viridis/翻唱】《人间应又雪》,https://www.bilibili.com/video/BV1QAu36GEbM/,BV1QAu36GEbM,小鸡奇遇記,04:02,直链页面 meta description,2026-08-08::人间应又雪,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《人间应又雪》，meta description 明示日期 2026.08.08 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“人间应又雪”。
2026-08-08,description-date,2026.08.08,迂回步,title-song-name,,single,,【小松绿Viridis/翻唱】《迂回步》,https://www.bilibili.com/video/BV1Uuu36ME6g/,BV1Uuu36ME6g,小鸡奇遇記,04:03,直链页面 meta description,2026-08-08::迂回步,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《迂回步》，meta description 明示日期 2026.08.08 与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“迂回步”。
2026-08-07,description-date,2026.08.07（首播）,少女レイ,title-song-name,,single,,【小松绿Viridis/翻唱】《少女レイ》,https://www.bilibili.com/video/BV1Xiu86aEwV/,BV1Xiu86aEwV,小鸡奇遇記,04:29,直链页面 meta description,2026-08-07::少女レイ,primary,,2026-08-20T10:45:00.000Z,直链页面 title 为【小松绿Viridis/翻唱】《少女レイ》，meta description 明示日期 2026.08.07（首播）与 UP 主小鸡奇遇記。song_name 归一化为真实曲名“少女レイ”。
